marque,modele,marque_et_modele,boite_vitesse,couleur,critair,categorie,cylindree,kilometrage,nb_places,nb_portes,nb_vitesses,puissance_fiscale,puissance_physique,carburant,annee,nb_roues_motrices,prix
peugeot,308,peugeot 308,automatique,Noir,niveau 1,berline,225,55500,5,5,8,10,225,hybride rechargeable,2022,,35990
ds,ds 7,ds ds 7,automatique,Gris,niveau 1,suv-4x4,1598,59975,5,5,8,11,200,hybride rechargeable,2022,4 roues motrices,45980
ds,ds 7,ds ds 7,automatique,Blanc,niveau 1,suv-4x4,1598,35513,5,5,8,11,200,hybride rechargeable,2021,4 roues motrices,45980
peugeot,5008,peugeot 5008,automatique,Bleu,niveau 1,suv-4x4,,10,7,5,8,7,130,essence,2023,,39990
citroën,c4 x,citroën c4 x,automatique,Gris,niveau 2,,,6484,,5,0,7,,diesel,2023,,32490
peugeot,208,peugeot 208,manuelle,Jaune,niveau 1,citadine,1199,22998,5,5,5,4,75,essence,2021,2 roues motrices,15490
peugeot,2008,peugeot 2008,manuelle,Noir,niveau 1,suv-4x4,1199,33010,5,5,6,5,102,essence,2020,2 roues motrices,21990
peugeot,308,peugeot 308,automatique,Noir,niveau 1,berline,1199,78743,5,5,8,7,130,essence,2019,2 roues motrices,16450
peugeot,308,peugeot 308,automatique,,niveau 1,berline,1598,8000,5,5,8,8,150,hybride rechargeable,2023,2 roues motrices,41600
peugeot,3008,peugeot 3008,automatique,Gris,niveau 2,suv-4x4,1499,8550,5,5,8,7,131,diesel,2023,2 roues motrices,35299
peugeot,2008,peugeot 2008,manuelle,Bleu,niveau 1,suv-4x4,1199,41895,5,5,6,5,102,essence,2020,2 roues motrices,21990
peugeot,2008,peugeot 2008,automatique,Bleu,niveau 0,suv-4x4,0,30120,5,5,0,4,136,electrique,2021,2 roues motrices,28990
citroën,c5,citroën c5,,Noir,,,0,5000,,,0,10,,,2023,,47300
peugeot,2008,peugeot 2008,manuelle,Blanc,niveau 1,suv-4x4,1199,77180,5,5,5,4,82,essence,2018,2 roues motrices,12490
peugeot,208,peugeot 208,automatique,Jaune,niveau 0,citadine,0,12500,5,5,1,4,136,electrique,2022,2 roues motrices,22490
renault,koleos,renault koleos,manuelle,Blanc,niveau 2,suv-4x4,1598,79871,5,5,6,7,130,diesel,2017,2 roues motrices,16290
citroën,c3,citroën c3,automatique,Gris,niveau 1,citadine,1199,20,5,5,6,6,110,essence,2022,2 roues motrices,19770
citroën,c3,citroën c3,automatique,Gris,niveau 1,citadine,1199,9326,5,5,6,6,110,essence,2022,2 roues motrices,19790
peugeot,5008,peugeot 5008,automatique,Brun,niveau 1,suv-4x4,1199,4,7,5,8,7,130,essence,2023,2 roues motrices,41100
peugeot,5008,peugeot 5008,automatique,Brun,niveau 1,suv-4x4,1199,4,7,5,8,7,130,essence,2023,2 roues motrices,41100
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,13972,5,5,5,4,83,essence,2021,2 roues motrices,14980
ds,ds 4,ds ds 4,automatique,Noir,niveau 2,berline,1499,6983,5,5,8,7,130,diesel,2023,2 roues motrices,39300
ds,ds 4,ds ds 4,automatique,Noir,niveau 2,berline,1499,6983,5,5,8,7,130,diesel,2023,2 roues motrices,39300
opel,crossland,opel crossland,manuelle,Noir,niveau 1,suv-4x4,1199,43810,5,5,6,6,110,essence,2020,2 roues motrices,15990
audi,a4,audi a4,automatique,Gris,niveau 2,break,1968,56815,5,5,7,8,163,diesel,2019,2 roues motrices,28900
peugeot,508,peugeot 508,automatique,Gris,niveau 1,berline,1598,27109,5,5,8,11,200,hybride rechargeable,2021,4 roues motrices,48990
peugeot,208,peugeot 208,manuelle,Rouge,niveau 1,citadine,1199,23677,5,5,6,5,100,essence,2022,2 roues motrices,17990
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 1,suv-4x4,1199,10815,5,5,8,7,131,essence,2022,2 roues motrices,29990
citroën,c3,citroën c3,automatique,Gris,niveau 1,citadine,1199,21920,5,5,6,6,110,essence,2022,2 roues motrices,18990
peugeot,3008,peugeot 3008,automatique,Blanc,niveau 1,suv-4x4,1199,48599,5,5,8,7,130,essence,2019,2 roues motrices,26889
peugeot,208,peugeot 208,automatique,Rouge,niveau 0,citadine,0,15905,5,5,1,4,136,electrique,2022,2 roues motrices,24900
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,18165,5,5,5,4,75,essence,2022,2 roues motrices,16990
opel,corsa,opel corsa,manuelle,Gris,niveau 1,citadine,1199,18347,5,5,6,5,100,essence,2022,2 roues motrices,18990
peugeot,5008,peugeot 5008,automatique,Noir,niveau 1,suv-4x4,1199,480,7,5,8,7,130,essence,2023,2 roues motrices,42690
peugeot,5008,peugeot 5008,automatique,Brun,niveau 1,suv-4x4,1199,4,7,5,8,7,130,essence,2023,2 roues motrices,41100
volkswagen,golf,volkswagen golf,automatique,Noir,niveau 1,berline,1395,88209,5,5,6,6,150,hybride rechargeable,2015,2 roues motrices,19590
ds,ds 4,ds ds 4,automatique,Noir,niveau 2,berline,1499,6983,5,5,8,7,130,diesel,2023,2 roues motrices,39300
peugeot,3008,peugeot 3008,automatique,Bleu,niveau 1,suv-4x4,1598,19574,5,5,8,11,200,hybride rechargeable,2021,4 roues motrices,39990
peugeot,5008,peugeot 5008,automatique,Brun,niveau 1,suv-4x4,1199,4,7,5,8,7,130,essence,2023,2 roues motrices,41100
peugeot,2008,peugeot 2008,automatique,Blanc,niveau 1,suv-4x4,1199,102053,5,5,6,6,110,essence,2019,2 roues motrices,14490
peugeot,3008,peugeot 3008,manuelle,Blanc,niveau 1,suv-4x4,1199,40514,5,5,6,7,130,essence,2018,2 roues motrices,22690
peugeot,5008,peugeot 5008,automatique,Brun,niveau 1,suv-4x4,1199,4,7,5,8,7,130,essence,2023,2 roues motrices,41100
opel,corsa,opel corsa,manuelle,Gris,niveau 1,citadine,1199,18792,5,5,5,4,75,essence,2022,2 roues motrices,14990
peugeot,3008,peugeot 3008,automatique,Blanc,niveau 1,suv-4x4,1199,87882,5,5,6,7,130,essence,2017,2 roues motrices,21490
opel,corsa,opel corsa,manuelle,Gris,niveau 1,citadine,1199,7533,5,5,5,4,75,essence,2020,2 roues motrices,13990
peugeot,208,peugeot 208,automatique,Gris,niveau 1,citadine,1199,100,5,5,8,7,130,essence,2022,2 roues motrices,24970
peugeot,208,peugeot 208,automatique,Bleu,niveau 1,citadine,1199,100,5,5,8,5,100,essence,2022,2 roues motrices,23270
peugeot,208,peugeot 208,automatique,Jaune,niveau 1,citadine,1199,100,5,5,8,5,100,essence,2022,2 roues motrices,25270
peugeot,2008,peugeot 2008,automatique,Gris,niveau 1,suv-4x4,1199,15,5,5,8,7,130,essence,2022,2 roues motrices,25770
peugeot,2008,peugeot 2008,automatique,Noir,niveau 1,suv-4x4,1199,19854,5,5,8,7,130,essence,2021,2 roues motrices,25270
ds,ds 4,ds ds 4,automatique,Noir,niveau 2,berline,1499,6983,5,5,8,7,130,diesel,2023,2 roues motrices,39300
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,14744,5,5,6,5,100,essence,2022,2 roues motrices,20689
opel,corsa,opel corsa,automatique,Orange,niveau 0,citadine,0,19629,5,5,1,,136,electrique,2020,2 roues motrices,23990
ds,ds 4,ds ds 4,automatique,Noir,niveau 2,berline,1499,6983,5,5,8,7,130,diesel,2023,2 roues motrices,39300
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 1,suv-4x4,1199,5,5,5,8,7,131,essence,2023,2 roues motrices,33200
peugeot,308,peugeot 308,automatique,Rouge,niveau 2,berline,,22565,5,5,8,7,130,diesel,2022,,30990
toyota,aygo,toyota aygo,manuelle,Rouge,niveau 1,citadine,998,1956,4,5,5,4,72,essence,2022,2 roues motrices,15890
peugeot,308,peugeot 308,manuelle,Noir,niveau 1,berline,1199,21451,5,5,6,6,110,essence,2022,2 roues motrices,23990
peugeot,208,peugeot 208,automatique,Jaune,niveau 1,citadine,1199,75212,5,5,8,6,130,essence,2020,2 roues motrices,18990
peugeot,3008,peugeot 3008,manuelle,Gris,niveau 2,suv-4x4,1499,75133,5,5,6,6,130,diesel,2019,2 roues motrices,23990
peugeot,208,peugeot 208,manuelle,Rouge,niveau 1,citadine,1199,34976,5,5,6,5,102,essence,2020,2 roues motrices,18980
peugeot,308,peugeot 308,manuelle,Rouge,niveau 1,berline,1199,47220,5,5,6,7,131,essence,2020,2 roues motrices,16990
peugeot,208,peugeot 208,manuelle,Rouge,niveau 1,citadine,1199,29881,5,5,6,5,102,essence,2022,2 roues motrices,21990
peugeot,308 sw,peugeot 308 sw,manuelle,Blanc,niveau 2,break,1499,60720,5,5,6,6,130,diesel,2020,2 roues motrices,17490
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,3333,5,5,6,7,131,essence,2023,2 roues motrices,26499
peugeot,3008,peugeot 3008,manuelle,Gris,niveau 1,suv-4x4,1199,51823,5,5,6,7,131,essence,2019,2 roues motrices,20980
peugeot,208,peugeot 208,manuelle,Jaune,niveau 1,citadine,1199,23369,5,5,6,5,102,essence,2021,2 roues motrices,17780
citroën,c3 aircross,citroën c3 aircross,automatique,Blanc,niveau 1,suv-4x4,1199,51400,5,5,6,7,131,essence,2021,2 roues motrices,19989
peugeot,508,peugeot 508,automatique,Gris,niveau 2,berline,1499,10500,5,4,8,7,131,diesel,2022,2 roues motrices,31989
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 1,suv-4x4,1598,46000,5,5,8,10,181,hybride rechargeable,2020,2 roues motrices,30980
mercedes,classe b,mercedes classe b,automatique,Blanc,niveau 2,monospace,1950,75977,5,5,8,8,150,diesel,2019,2 roues motrices,25380
peugeot,308,peugeot 308,manuelle,Noir,niveau 1,berline,1199,91007,5,5,6,6,110,essence,2019,2 roues motrices,13870
ds,ds 4,ds ds 4,automatique,Gris,niveau 2,berline,1499,19481,5,5,8,7,130,diesel,2022,2 roues motrices,36989
opel,grandland,opel grandland,automatique,Gris,niveau 2,suv-4x4,1499,25677,5,5,8,7,130,diesel,2022,2 roues motrices,31990
citroën,c5 aircross,citroën c5 aircross,automatique,Orange,niveau 1,suv-4x4,1598,49839,5,5,8,10,181,essence,2018,2 roues motrices,25990
peugeot,508,peugeot 508,automatique,Noir,niveau 1,berline,1199,9301,5,5,8,7,130,essence,2023,2 roues motrices,36990
ds,ds 3,ds ds 3,manuelle,Rouge,niveau 1,citadine,1199,89635,5,3,6,6,130,essence,2017,2 roues motrices,13190
peugeot,308,peugeot 308,manuelle,,niveau 1,berline,1199,19040,5,5,6,6,110,essence,2022,2 roues motrices,22490
peugeot,5008,peugeot 5008,automatique,Bleu,niveau 1,suv-4x4,1199,2,7,5,8,7,130,essence,2023,2 roues motrices,40100
opel,corsa,opel corsa,manuelle,Blanc,niveau 1,citadine,1199,13693,5,5,6,5,100,essence,2022,2 roues motrices,19490
peugeot,308,peugeot 308,automatique,Blanc,niveau 1,berline,1199,81432,5,5,8,7,130,essence,2019,2 roues motrices,19890
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,19239,5,5,5,4,83,essence,2020,2 roues motrices,12970
peugeot,508,peugeot 508,automatique,Gris,niveau 2,berline,1499,79529,5,5,8,6,130,diesel,2019,2 roues motrices,21380
peugeot,108,peugeot 108,manuelle,Gris,niveau 1,citadine,998,20259,4,5,5,4,72,essence,2020,2 roues motrices,11170
citroën,c4 x,citroën c4 x,automatique,Blanc,niveau 2,berline,1499,90,5,4,8,7,131,diesel,2023,2 roues motrices,33490
peugeot,3008,peugeot 3008,automatique,Gris,niveau 1,suv-4x4,1598,10336,5,5,8,10,180,hybride rechargeable,2021,2 roues motrices,34490
fiat,500,fiat 500,automatique,Blanc,niveau 0,citadine,118,17840,4,3,1,3,118,electrique,2021,,21990
fiat,500x,fiat 500x,manuelle,Noir,niveau 2,suv-4x4,130,30867,5,5,6,7,130,diesel,2022,,20990
opel,astra,opel astra,manuelle,Noir,niveau 1,berline,130,35001,5,5,6,6,130,essence,2019,,16490
peugeot,308,peugeot 308,manuelle,Gris,niveau 1,berline,,82186,5,5,6,6,130,essence,2018,,15490
peugeot,3008,peugeot 3008,automatique,Noir,niveau 2,suv-4x4,,68106,5,5,6,6,120,diesel,2017,,22490
peugeot,3008,peugeot 3008,manuelle,Rouge,niveau 1,suv-4x4,,116172,5,5,6,7,130,essence,2016,,16990
peugeot,3008,peugeot 3008,automatique,Noir,niveau 1,suv-4x4,,150,5,5,8,7,130,essence,2022,,35990
peugeot,2008,peugeot 2008,manuelle,Orange,niveau 1,suv-4x4,1199,57835,5,5,6,5,100,essence,2020,2 roues motrices,19990
peugeot,508,peugeot 508,automatique,Noir,niveau 2,berline,1997,54668,5,4,8,9,177,diesel,2018,2 roues motrices,28990
peugeot,2008,peugeot 2008,automatique,Noir,niveau 0,suv-4x4,0,35527,5,5,0,4,136,electrique,2022,2 roues motrices,28990
peugeot,3008,peugeot 3008,automatique,Bleu,niveau 1,suv-4x4,1598,19162,5,5,8,10,181,hybride rechargeable,2022,2 roues motrices,35499
fiat,tipo,fiat tipo,manuelle,Or,niveau 1,berline,1368,86042,5,5,6,5,95,essence,2018,2 roues motrices,11990
citroën,c5 aircross,citroën c5 aircross,automatique,Bleu,niveau 1,suv-4x4,1199,10790,5,5,8,7,131,essence,2022,2 roues motrices,31990
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 1,suv-4x4,1598,27716,5,5,8,10,181,hybride rechargeable,2021,2 roues motrices,33998
peugeot,2008,peugeot 2008,automatique,Rouge,niveau 1,suv-4x4,1199,23184,5,5,8,7,130,essence,2020,2 roues motrices,23490
peugeot,208,peugeot 208,automatique,Jaune,niveau 0,citadine,0,18553,5,5,1,4,136,electrique,2022,2 roues motrices,25490
ford,kuga,ford kuga,manuelle,Blanc,niveau 1,suv-4x4,1498,60700,5,5,6,9,150,essence,2019,2 roues motrices,21490
peugeot,5008,peugeot 5008,automatique,Bleu,niveau 1,suv-4x4,1199,2,7,5,8,7,130,essence,2023,2 roues motrices,40100
peugeot,208,peugeot 208,automatique,Gris,niveau 1,citadine,1199,20659,5,5,8,5,100,essence,2020,2 roues motrices,20270
peugeot,2008,peugeot 2008,automatique,Orange,niveau 1,suv-4x4,1199,34277,5,5,8,8,155,essence,2020,2 roues motrices,24590
peugeot,5008,peugeot 5008,automatique,Bleu,niveau 1,suv-4x4,1199,2,7,5,8,7,130,essence,2023,2 roues motrices,40100
peugeot,208,peugeot 208,manuelle,Jaune,niveau 1,citadine,1199,7,5,5,6,5,100,essence,2023,2 roues motrices,20490
renault,captur,renault captur,manuelle,Bleu,niveau 1,suv-4x4,899,53144,5,5,5,5,90,essence,2016,2 roues motrices,12290
peugeot,5008,peugeot 5008,automatique,Bleu,niveau 1,suv-4x4,1199,2,7,5,8,7,130,essence,2023,2 roues motrices,40100
citroën,c5 aircross,citroën c5 aircross,automatique,Noir,niveau 1,suv-4x4,1598,59090,5,5,8,10,181,hybride rechargeable,2020,2 roues motrices,28889
citroën,c3,citroën c3,manuelle,Bleu,niveau 1,citadine,1199,46136,5,5,5,4,83,essence,2020,2 roues motrices,13390
opel,corsa,opel corsa,manuelle,Gris,niveau 1,citadine,1199,20208,5,5,5,4,75,essence,2021,2 roues motrices,14170
citroën,c4,citroën c4,automatique,Orange,niveau 1,berline,1199,100,5,5,8,7,131,essence,2022,2 roues motrices,28970
ford,ecosport,ford ecosport,manuelle,Gris,niveau 1,suv-4x4,998,44507,5,5,6,6,125,essence,2019,2 roues motrices,15590
peugeot,508,peugeot 508,automatique,Gris,niveau 2,berline,1499,36311,5,5,8,7,130,diesel,2022,2 roues motrices,30490
peugeot,2008,peugeot 2008,manuelle,Bleu,niveau 1,suv-4x4,1199,3442,5,5,6,5,100,essence,2022,2 roues motrices,21990
citroën,c4,citroën c4,automatique,Noir,niveau 0,berline,0,5900,5,5,1,4,136,electrique,2022,2 roues motrices,25990
peugeot,3008,peugeot 3008,automatique,Gris,niveau 1,suv-4x4,1598,24601,5,5,8,10,180,hybride rechargeable,2022,2 roues motrices,34990
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,7301,5,5,5,4,83,essence,2021,2 roues motrices,15470
kia,xceed,kia xceed,manuelle,Bleu,niveau 1,berline,998,75380,5,5,6,6,120,essence,2021,2 roues motrices,17490
peugeot,5008,peugeot 5008,automatique,Blanc,niveau 2,suv-4x4,1997,70897,7,5,8,9,179,diesel,2021,2 roues motrices,34990
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,57473,5,5,5,4,82,essence,2018,2 roues motrices,11790
audi,a4,audi a4,automatique,Noir,niveau 2,break,1968,139190,5,5,7,7,150,diesel,2016,2 roues motrices,17290
kia,xceed,kia xceed,automatique,Blanc,niveau 1,berline,1580,15009,5,5,6,5,105,hybride rechargeable,2020,2 roues motrices,25970
peugeot,208,peugeot 208,automatique,Blanc,niveau 0,citadine,0,11671,5,5,1,4,136,electrique,2021,2 roues motrices,21500
peugeot,208,peugeot 208,automatique,Rouge,niveau 0,citadine,0,419,5,5,1,4,136,electrique,2023,2 roues motrices,25890
peugeot,2008,peugeot 2008,manuelle,Bleu,niveau 1,suv-4x4,1199,23794,5,5,5,4,82,essence,2019,2 roues motrices,14190
peugeot,308,peugeot 308,manuelle,Gris,niveau 1,berline,1199,81209,5,5,5,5,110,essence,2017,2 roues motrices,13290
peugeot,expert,peugeot expert,automatique,Blanc,niveau 2,utilitaire,1997,5,3,4,8,7,145,diesel,2023,2 roues motrices,33490
peugeot,308,peugeot 308,automatique,Bleu,niveau 1,berline,1199,20115,5,5,8,7,130,essence,2023,2 roues motrices,29389
peugeot,208,peugeot 208,manuelle,Jaune,niveau 1,citadine,1199,15051,5,5,5,4,75,essence,2022,2 roues motrices,17689
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,7730,5,5,6,5,100,essence,2022,2 roues motrices,21289
peugeot,3008,peugeot 3008,automatique,Noir,niveau 1,suv-4x4,1199,45373,5,5,8,7,130,essence,2020,2 roues motrices,24589
peugeot,208,peugeot 208,automatique,Rouge,niveau 1,citadine,1199,15473,5,5,8,5,100,essence,2021,2 roues motrices,24490
opel,corsa,opel corsa,automatique,Orange,niveau 0,citadine,0,56890,5,5,1,4,136,electrique,2020,2 roues motrices,20490
opel,grandland,opel grandland,automatique,Blanc,niveau 2,suv-4x4,1499,78573,5,5,8,7,130,diesel,2020,2 roues motrices,22990
peugeot,5008,peugeot 5008,automatique,Bleu,niveau 1,suv-4x4,1199,2,7,5,8,7,130,essence,2023,2 roues motrices,40100
citroën,c5 x,citroën c5 x,automatique,Gris,niveau 1,berline,1598,33489,5,5,8,10,181,essence,2022,2 roues motrices,35000
peugeot,2008,peugeot 2008,automatique,Gris,niveau 1,suv-4x4,1199,3158,5,5,8,7,130,essence,2023,2 roues motrices,26950
fiat,500,fiat 500,automatique,Blanc,niveau 0,citadine,0,16778,4,3,1,3,118,electrique,2021,2 roues motrices,20990
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 1,suv-4x4,1598,37914,5,5,8,10,181,hybride rechargeable,2021,2 roues motrices,27990
citroën,c4,citroën c4,automatique,Gris,niveau 1,berline,1199,25486,5,5,8,7,131,essence,2021,2 roues motrices,23990
citroën,c4 cactus,citroën c4 cactus,manuelle,Gris,niveau 1,berline,1199,56972,5,5,6,5,110,essence,2020,2 roues motrices,14990
peugeot,3008,peugeot 3008,automatique,Noir,niveau 1,suv-4x4,1598,11000,5,5,8,11,200,hybride rechargeable,2021,4 roues motrices,40490
citroën,c4,citroën c4,automatique,Blanc,niveau 2,berline,1499,23486,5,5,8,7,131,diesel,2022,2 roues motrices,25990
peugeot,208,peugeot 208,manuelle,Noir,niveau 1,citadine,1199,3427,5,5,6,5,100,essence,2022,2 roues motrices,18890
peugeot,3008,peugeot 3008,manuelle,Gris,niveau 2,suv-4x4,1499,34882,5,5,6,7,130,diesel,2021,2 roues motrices,31490
renault,arkana,renault arkana,automatique,Noir,niveau 1,suv-4x4,1333,16474,5,5,7,7,140,hybride,2021,2 roues motrices,27780
peugeot,3008,peugeot 3008,manuelle,Gris,niveau 2,suv-4x4,1499,22175,5,5,6,7,131,diesel,2022,2 roues motrices,29980
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,10677,5,5,6,5,102,essence,2022,2 roues motrices,20990
peugeot,308 sw,peugeot 308 sw,automatique,Blanc,niveau 2,break,1499,114833,5,5,8,7,130,diesel,2020,2 roues motrices,16490
peugeot,3008,peugeot 3008,automatique,Noir,niveau 1,suv-4x4,1598,61050,5,5,8,11,200,hybride rechargeable,2020,4 roues motrices,29980
peugeot,2008,peugeot 2008,automatique,Gris,niveau 1,suv-4x4,1199,828,5,5,8,7,131,essence,2023,2 roues motrices,28790
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,35105,5,5,6,5,102,essence,2020,2 roues motrices,17980
peugeot,3008,peugeot 3008,automatique,Blanc,niveau 1,suv-4x4,1598,30035,5,5,8,10,181,hybride rechargeable,2022,2 roues motrices,33780
peugeot,208,peugeot 208,manuelle,Bleu,niveau 1,citadine,1199,62612,5,5,5,4,82,essence,2019,2 roues motrices,13390
peugeot,308,peugeot 308,automatique,Noir,niveau 1,berline,1598,100,5,5,8,10,180,hybride rechargeable,2022,2 roues motrices,41480
peugeot,508,peugeot 508,automatique,Bleu,niveau 1,berline,1598,38239,5,4,8,10,181,essence,2019,2 roues motrices,22480
renault,zoe,renault zoe,automatique,Bleu,niveau 0,citadine,0,29900,5,5,0,4,109,electrique,2020,2 roues motrices,19846
renault,clio,renault clio,manuelle,Orange,niveau 1,citadine,999,52210,5,5,5,5,100,essence,2019,2 roues motrices,14580
renault,kadjar,renault kadjar,manuelle,Bleu,niveau 1,suv-4x4,1197,100000,5,5,6,7,130,essence,2016,2 roues motrices,12280
ds,ds 4,ds ds 4,automatique,Gris,niveau 1,berline,1598,18230,5,5,8,10,180,hybride rechargeable,2022,,41990
citroën,c4,citroën c4,automatique,Noir,niveau 2,berline,1499,955,5,5,8,7,131,diesel,2022,2 roues motrices,27989
citroën,c3,citroën c3,manuelle,Gris,niveau 2,citadine,1499,21013,5,5,6,5,102,diesel,2022,2 roues motrices,17380
citroën,c3 aircross,citroën c3 aircross,manuelle,Noir,niveau 2,suv-4x4,1499,82952,5,5,6,5,99,diesel,2020,2 roues motrices,14990
peugeot,3008,peugeot 3008,automatique,Gris,niveau 2,suv-4x4,1499,3211,5,5,8,7,130,diesel,2023,2 roues motrices,36300
peugeot,5008,peugeot 5008,automatique,Gris,niveau 1,suv-4x4,1199,436,7,5,8,7,130,essence,2023,2 roues motrices,40000
peugeot,5008,peugeot 5008,automatique,Gris,niveau 1,suv-4x4,1199,5,7,5,8,7,130,essence,2023,2 roues motrices,39400
peugeot,208,peugeot 208,manuelle,Rouge,niveau 1,citadine,1199,18270,5,5,6,5,100,essence,2022,2 roues motrices,18450
peugeot,5008,peugeot 5008,automatique,Gris,niveau 1,suv-4x4,1199,5,7,5,8,7,130,essence,2023,2 roues motrices,39880
peugeot,408,peugeot 408,automatique,Gris,niveau 1,berline,1598,335,5,5,8,8,150,hybride rechargeable,2023,2 roues motrices,47990
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,40970,5,5,6,5,100,essence,2020,2 roues motrices,18850
peugeot,3008,peugeot 3008,automatique,Gris,niveau 2,suv-4x4,1499,3211,5,5,8,7,130,diesel,2023,2 roues motrices,36300
peugeot,5008,peugeot 5008,automatique,Gris,niveau 1,suv-4x4,1199,436,7,5,8,7,130,essence,2023,2 roues motrices,40000
peugeot,5008,peugeot 5008,automatique,Gris,niveau 1,suv-4x4,1199,5,7,5,8,7,130,essence,2023,2 roues motrices,39400
peugeot,208,peugeot 208,automatique,Rouge,niveau 0,citadine,0,33125,5,5,1,4,136,electrique,2020,2 roues motrices,22290
peugeot,2008,peugeot 2008,automatique,Gris,niveau 1,suv-4x4,1199,56475,5,5,6,6,110,essence,2018,2 roues motrices,15390
peugeot,208,peugeot 208,automatique,Bleu,niveau 0,citadine,0,12300,5,5,1,4,136,electrique,2021,2 roues motrices,23290
citroën,c4,citroën c4,manuelle,Gris,niveau 2,berline,1499,42994,7,5,6,7,130,diesel,2021,2 roues motrices,24990
